Python 3.4.3 (v3.4.3:9b73f1c3e601, Feb 24 2015, 22:43:06) [MSC v.1600 32 bit (Intel)] on win32
Type "copyright", "credits" or "license()" for more information.
("'amrisiyom", 'CVC.CV.CV.CVC')
("'amriyye", 'CVC.CVC.CV')
("'amro", 'CVC.CV')
("'amro'As", 'CVC.CV.CVC')
("'amroleys", 'CVC.CV.CVCC')
("'amrollAh", 'CVC.CVC.CVC')
("'amrollAhi", 'CVC.CVC.CV.CV')
("'amrollAhi", 'CVC.CVC.CV.CV')
("'amrollAhifar", 'CVC.CVC.CV.CV.CVC')
("'amronahy", 'CVC.CV.CVCC')
("'amrozeyd", 'CVC.CV.CVCC')
("'amrud", 'CVC.CVC')
("'amsAl", 'CVC.CVC')
("'amsale", 'CVC.CV.CV')
("'amSAspand", 'CVC.CVC.CVCC')
("'amta'e", 'CVC.CV.CV')
("'amu", 'CV.CV')
("'amu", 'CV.CV')
("'Amud", 'CV.CVC')
("'amud", 'CV.CVC')
("'AmudaryA", 'CV.CV.CVC.CV')
("'amudi", 'CV.CV.CV')
("'amudparvAz", 'CV.CVC.CVC.CVC')
("'AmuniyAk", 'CV.CV.CV.CVC')
("'AmuniyAki", 'CV.CV.CV.CV.CV')
("'amunoruz", 'CV.CV.CV.CVC')
("'Amus", 'CV.CVC')
("'Amuxt", 'CV.CVCC')
("'Amuxtani", 'CV.CVC.CV.CV')
("'Amuxte", 'CV.CVC.CV')
("'Amuxtegi", 'CV.CVC.CV.CV')
("'AmuxteSode", 'CV.CVC.CV.CV.CV')
("'Amuz", 'CV.CVC')
("'amuzAde", 'CV.CV.CV.CV')
("'Amuzande", 'CV.CV.CVC.CV')
("'Amuzandegi", 'CV.CV.CVC.CV.CV')
("'AmuzAne", 'CV.CV.CV.CV')
("'amuzanjirbAf", 'CV.CV.CVC.CVC.CVC')
("'Amuze", 'CV.CV.CV')
("'AmuzegAr", 'CV.CV.CV.CVC')
("'AmuzegAr", 'CV.CV.CV.CVC')
("'AmuzegAri", 'CV.CV.CV.CV.CV')
("'AmuzeS", 'CV.CV.CVC')
("'AmuzeSdAdeSode", 'CV.CV.CVC.CV.CV.CV.CV')
("'AmuzeSdahande", 'CV.CV.CVC.CV.CVC.CV')
("'AmuzeSdide", 'CV.CV.CVC.CV.CV')
("'AmuzeSgAh", 'CV.CV.CVC.CVC')
("'AmuzeSgAhi", 'CV.CV.CVC.CV.CV')
("'AmuzeSgar", 'CV.CV.CVC.CVC')
("'AmuzeSgirande", 'CV.CV.CVC.CV.CVC.CV')
("'AmuzeSi", 'CV.CV.CV.CV')
("'AmuzeSidarmAni", 'CV.CV.CV.CV.CVC.CV.CV')
("'AmuzeSipaZuheSi", 'CV.CV.CV.CV.CV.CV.CV.CV')
("'AmuzeSkade", 'CV.CV.CVC.CV.CV')
("'AmuzeSoparvareS", 'CV.CV.CV.CV.CVC.CV.CVC')
("'AmuzeSpaziri", 'CV.CV.CVC.CV.CV.CV')
("'AmuzeSyAbi", 'CV.CV.CVC.CV.CV')
("'AmuzeSyAfte", 'CV.CV.CVC.CVC.CV')
("'AmuzeSyAr", 'CV.CV.CVC.CVC')
("'AmuzeSyAri", 'CV.CV.CVC.CV.CV')
("'amvAj", 'CVC.CVC')
("'amvAl", 'CVC.CVC')
("'amvAt", 'CVC.CVC')
("'Amvesni", 'CVC.CVC.CV')
("'amyAl", 'CVC.CVC')
("'amzeje", 'CVC.CV.CV')
("'An", 'CVC')
("'An", 'CVC')
("'an", 'CVC')
("'AnA", 'CV.CV')
("'AnAbolism", 'CV.CV.CV.CVCC')
("'AnAbolism", 'CV.CV.CV.CVCC')
("'AnAfilAksi", 'CV.CV.CV.CVC.CV')
("'AnAhid", 'CV.CV.CVC')
("'AnAhitA", 'CV.CV.CV.CV')
("'anAjil", 'CV.CV.CVC')
("'AnAkAvi", 'CV.CV.CV.CV')
("'AnAkondA", 'CV.CV.CVC.CV')
("'analhaqq", 'CV.CVC.CVCC')
("'AnAliz", 'CV.CV.CVC')
("'AnAlog", 'CV.CV.CVC')
("'an'Am", 'CVC.CVC')
("'AnAn", 'CV.CVC')
("'anAn", 'CV.CVC')
("'anan", 'CV.CVC')
("'AnAnAs", 'CV.CV.CVC')
("'anAr", 'CV.CVC')
("'anArak", 'CV.CV.CVC')
("'anArestAn", 'CV.CV.CVC.CVC')
("'anAri", 'CV.CV.CV')
("'anAriyAn", 'CV.CV.CV.CVC')
("'AnArSi", 'CV.CVC.CV')
("'AnArSism", 'CV.CVC.CVCC')
("'AnArSist", 'CV.CVC.CVCC')
("'AnArSisti", 'CV.CVC.CVC.CV')
("'anAsor", 'CV.CV.CVC')
("'AnAt", 'CV.CVC')
("'AnAtol", 'CV.CV.CVC')
("'AnAtoli", 'CV.CV.CV.CV')
("'AnAtoliyA", 'CV.CV.CV.CV.CV')
("'AnAtomi", 'CV.CV.CV.CV')
("'ana'ut", 'CV.CV.CVC')
("'anAvin", 'CV.CV.CVC')
("'anbAn", 'CVC.CVC')
("'anbAr", 'CVC.CVC')
("'anbAr", 'CVC.CVC')
("'anbar", 'CVC.CVC')
("'anbarafSAn", 'CVC.CV.CVC.CVC')
("'anbarbu", 'CVC.CVC.CV')
("'anbArd", 'CVC.CVCC')
("'anbArdAr", 'CVC.CVC.CVC')
("'anbArdAri", 'CVC.CVC.CV.CV')
("'anbArgardAni", 'CVC.CVC.CVC.CV.CV')
("'anbAri", 'CVC.CV.CV')
("'anbarkuh", 'CVC.CVC.CVC')
("'anbArSode", 'CVC.CVC.CV.CV')
("'anbASt", 'CVC.CVCC')
("'anbASt", 'CVC.CVCC')
("'anbASte", 'CVC.CVC.CV')
("'anbAStegi", 'CVC.CVC.CV.CV')
("'anbASteSode", 'CVC.CVC.CV.CV.CV')
("'anbASti", 'CVC.CVC.CV')
("'anbe", 'CVC.CV')
("'anbiyA", 'CVC.CV.CV')
("'anbiyA", 'CVC.CV.CV')
("'AnbiyA'ifard", 'CVC.CV.CV.CV.CVCC')
("'anbor", 'CVC.CVC')
("'anborak", 'CVC.CV.CVC')
("'anbuh", 'CVC.CVC')
("'anbuh", 'CVC.CVC')
("'anbuhi", 'CVC.CV.CV')
("'anbuhid", 'CVC.CV.CVC')
("'anbuhkAri", 'CVC.CVC.CV.CV')
("'anbuhsAz", 'CVC.CVC.CVC')
("'anbuhsAzi", 'CVC.CVC.CV.CV')
("'anbuhsAzi", 'CVC.CVC.CV.CV')
("'AnCe", 'CVC.CV')
("'AnCenAn", 'CVC.CV.CVC')
("'AnCenAni", 'CVC.CV.CV.CV')
("'AnCenAnke", 'CVC.CV.CVC.CV')
("'anCuCak", 'CVC.CV.CVC')
("'And", 'CVCC')
("'andA", 'CVC.CV')
("'andak", 'CVC.CVC')
("'andak'andak", 'CVC.CVC.CVC.CVC')
("'andakbin", 'CVC.CVC.CVC')
("'andaki", 'CVC.CV.CV')
("'andakmoddat", 'CVC.CVC.CVC.CVC')
("'andakSomAr", 'CVC.CVC.CV.CVC')
("'andakyAb", 'CVC.CVC.CVC')
("'andakzamAn", 'CVC.CVC.CV.CVC')
("'andalib", 'CVC.CV.CVC')
("'andalibi", 'CVC.CV.CV.CV')
("'andAm", 'CVC.CVC')
("'andAmak", 'CVC.CV.CVC')
("'andamAq", 'CVC.CV.CVC')
("'andamAq", 'CVC.CV.CVC')
("'andAmgAn", 'CVC.CVC.CVC')
("'andAmi", 'CVC.CV.CV')
("'andAmsanji", 'CVC.CVC.CVC.CV')
("'andAmzAyi", 'CVC.CVC.CV.CV')
("'AndAnt", 'CVC.CVCC')
("'AndAnte", 'CVC.CVC.CV')
("'andar", 'CVC.CVC')
("'andarAmade", 'CVC.CV.CV.CV.CV')
("'andarkoneS", 'CVC.CVC.CV.CVC')
("'andarun", 'CVC.CV.CVC')
("'andarune", 'CVC.CV.CV.CV')
("'andaruneSenAsi", 'CVC.CV.CV.CV.CV.CV.CV')
("'andaruni", 'CVC.CV.CV.CV')
("'andarz", 'CVC.CVCC')
("'andarzgAh", 'CVC.CVCC.CVC')
("'andarzgar", 'CVC.CVCC.CVC')
("'andarzgu", 'CVC.CVCC.CV')
("'andarzi", 'CVC.CVC.CV')
("'andarznAme", 'CVC.CVCC.CV.CV')
("'andAxt", 'CVC.CVCC')
("'andAxte", 'CVC.CVC.CV')
("'andAz", 'CVC.CVC')
("'andAze", 'CVC.CV.CV')
("'andAzegir", 'CVC.CV.CV.CVC')
("'andAzegiri", 'CVC.CV.CV.CV.CV')
("'andAzeSenAsi", 'CVC.CV.CV.CV.CV.CV')
("'andeks", 'CVC.CVCC')
("'AnderoZen", 'CVC.CV.CV.CVC')
("'Anderson", 'CVC.CVC.CVC')
("'andi", 'CVC.CV')
("'andikAtor", 'CVC.CV.CV.CVC')
("'andikAtornevis", 'CVC.CV.CV.CVC.CV.CVC')
("'andiks", 'CVC.CVCC')
("'andimeSk", 'CVC.CV.CVCC')
("'andimeSki", 'CVC.CV.CVC.CV')
("'andis", 'CVC.CVC')
("'andiS", 'CVC.CVC')
("'andiSe", 'CVC.CV.CV')
("'andiSebarangiz", 'CVC.CV.CV.CV.CVC.CVC')
("'andiSedAr", 'CVC.CV.CV.CVC')
("'andiSegar", 'CVC.CV.CV.CVC')
("'andiSegar", 'CVC.CV.CV.CVC')
("'andiSegari", 'CVC.CV.CV.CV.CV')
("'andiSegerAyi", 'CVC.CV.CV.CV.CV.CV')
("'andiSegi", 'CVC.CV.CV.CV')
("'andiSemand", 'CVC.CV.CV.CVCC')
("'andiSenegAr", 'CVC.CV.CV.CV.CVC')
("'andiSepardAz", 'CVC.CV.CV.CVC.CVC')
("'andiSesAz", 'CVC.CV.CV.CVC')
("'andiSesAzi", 'CVC.CV.CV.CV.CV')
("'andiSevar", 'CVC.CV.CV.CVC')
("'andiSevari", 'CVC.CV.CV.CV.CV')
("'andiSevarz", 'CVC.CV.CV.CVCC')
("'andiSevarzi", 'CVC.CV.CV.CVC.CV')
("'andiSid", 'CVC.CV.CVC')
("'andiSidani", 'CVC.CV.CV.CV.CV')
("'andiSide", 'CVC.CV.CV.CV')
("'andiSmand", 'CVC.CVC.CVCC')
("'andiSmandAne", 'CVC.CVC.CVC.CV.CV')
("'andiSmandi", 'CVC.CVC.CVC.CV')
("'andiSnAk", 'CVC.CVC.CVC')
("'Andiv", 'CVC.CVC')
("'andividu'Alism", 'CVC.CV.CV.CV.CV.CVCC')
("'andividu'Alist", 'CVC.CV.CV.CV.CV.CVCC')
('andmilimetri', 'C.CV.CV.CVC.CV')
("'Andoderm", 'CVC.CV.CVCC')
("'Andofit", 'CVC.CV.CVC')
("'AndogAmi", 'CVC.CV.CV.CV')
("'andoh", 'CVC.CVC')
("'Andokarbon", 'CVC.CV.CVC.CVC')
("'AndokArd", 'CVC.CV.CVCC')
("'AndokArp", 'CVC.CV.CVCC')
("'Andokrin", 'CVC.CVC.CVC')
("'Andolanf", 'CVC.CV.CVCC')
("'andolos", 'CVC.CV.CVC')
("'andolosi", 'CVC.CV.CV.CV')
("'Andometr", 'CVC.CV.CVCC')
("'andonezi", 'CVC.CV.CV.CV')
("'andonezitabAr", 'CVC.CV.CV.CV.CV.CVC')
("'andoneziyA", 'CVC.CV.CV.CV.CV')
("'andoneziyA'i", 'CVC.CV.CV.CV.CV.CV')
("'andoneziyAyi", 'CVC.CV.CV.CV.CV.CV')
("'AndopelAsm", 'CVC.CV.CV.CVCC')
("'AndorA", 'CVC.CV.CV')
("'Andoskop", 'CVC.CVC.CVC')
("'Andoskopi", 'CVC.CVC.CV.CV')
("'Andoskopi", 'CVC.CVC.CV.CV')
("'Andosmoz", 'CVC.CVC.CVC')
("'Andosperm", 'CVC.CVC.CVCC')
("'Andospor", 'CVC.CVC.CVC')
("'Andotelyom", 'CVC.CV.CVC.CVC')
("'Andotoksin", 'CVC.CV.CVC.CVC')
("'AndoZen", 'CVC.CV.CVC')
("'andud", 'CVC.CVC')
("'andude", 'CVC.CV.CV')
("'andudkAri", 'CVC.CVC.CV.CV')
("'anduh", 'CVC.CVC')
("'anduhAvar", 'CVC.CV.CV.CVC')
("'anduhbAr", 'CVC.CVC.CVC')
("'anduhbAri", 'CVC.CVC.CV.CV')
("'anduhgin", 'CVC.CVC.CVC')
("'anduhginAne", 'CVC.CVC.CV.CV.CV')
("'anduhgini", 'CVC.CVC.CV.CV')
("'anduhgosAr", 'CVC.CVC.CV.CVC')
("'anduhnAk", 'CVC.CVC.CVC')
("'anduhxAr", 'CVC.CVC.CVC')
("'anduhzA", 'CVC.CVC.CV')
("'anduhzade", 'CVC.CVC.CV.CV')
("'anduhzAyi", 'CVC.CVC.CV.CV')
("'anduhzedA", 'CVC.CVC.CV.CV')
("'anduksiyon", 'CVC.CVC.CV.CVC')
("'anduktAns", 'CVC.CVC.CVCC')
("'anduxt", 'CVC.CVCC')
("'anduxte", 'CVC.CVC.CV')
("'anduz", 'CVC.CVC')
("'Ane", 'CV.CV')
("'Anemi", 'CV.CV.CV')
("'Anemihemolitik", 'CV.CV.CV.CV.CV.CV.CVC')
("'Anemometr", 'CV.CV.CV.CVCC')
("'anf", 'CVCC')
("'anfArktus", 'CVC.CVCC.CVC')
("'anfAs", 'CVC.CVC')
("'anfeksiyon", 'CVC.CVC.CV.CVC')
("'anfelAsiyon", 'CVC.CV.CV.CV.CVC')
("'AnferAktus", 'CVC.CV.CVC.CVC')
("'Anfibol", 'CVC.CV.CVC')
("'anfiye", 'CVC.CV.CV')
("'AnfolAnzA", 'CVC.CV.CVC.CV')
("'anformAsiyon", 'CVC.CVC.CV.CV.CVC')
("'anformAtik", 'CVC.CVC.CV.CVC')
("'anformAtik", 'CVC.CVC.CV.CVC')
("'anfos", 'CVC.CVC')
("'anfos", 'CVC.CVC')
("'ang", 'CVCC')
("'angabAr", 'CVC.CV.CVC')
("'angabin", 'CVC.CV.CVC')
("'AngAh", 'CVC.CVC')
("'Angah", 'CVC.CVC')
("'angal", 'CVC.CVC')
("'angalgune", 'CVC.CVC.CV.CV')
("'angali", 'CVC.CV.CV')
("'angalSenAsi", 'CVC.CVC.CV.CV.CV')
("'AngelikAn", 'CVC.CV.CV.CVC')
("'Angelofil", 'CVC.CV.CV.CVC')
("'Angelofob", 'CVC.CV.CV.CVC')
("'Angelofobi", 'CVC.CV.CV.CV.CV')
("'AngelosAkson", 'CVC.CV.CV.CVC.CVC')
("'AngelosAkson", 'CVC.CV.CV.CVC.CVC')
("'Angestrom", 'CVC.CVCC.CVC')
("'angixt", 'CVC.CVCC')
("'angixte", 'CVC.CVC.CV')
("'angixtegi", 'CVC.CVC.CV.CV')
("'angiz", 'CVC.CVC')
("'angizAn", 'CVC.CV.CVC')
("'angizAnd", 'CVC.CV.CVCC')
("'angizande", 'CVC.CV.CVC.CV')
("'angizAnid", 'CVC.CV.CV.CVC')
("'angize", 'CVC.CV.CV')
("'angizebaxS", 'CVC.CV.CV.CVCC')
("'angizedAr", 'CVC.CV.CV.CVC')
("'angizegi", 'CVC.CV.CV.CV')
("'angizeS", 'CVC.CV.CVC')
("'angizeSi", 'CVC.CV.CV.CV')
("'angizid", 'CVC.CV.CVC')
("'AngolA", 'CVC.CV.CV')
("'AngolA", 'CVC.CV.CV')
("'angolak", 'CVC.CV.CVC')
("'AngolAyi", 'CVC.CV.CV.CV')
("'angom", 'CVC.CVC')
("'angoSt", 'CVC.CVCC')
("'angoStak", 'CVC.CVC.CVC')
("'angoStAne", 'CVC.CVC.CV.CV')
("'angoStar", 'CVC.CVC.CVC')
("'angoStari", 'CVC.CVC.CV.CV')
("'angoStbedahAn", 'CVC.CVCC.CV.CV.CVC')
("'angoStbor", 'CVC.CVCC.CVC')
("'angoSti", 'CVC.CVC.CV')
("'angoStnamA", 'CVC.CVCC.CV.CV')
("'angoStnegAri", 'CVC.CVCC.CV.CV.CV')
("'angoStpiC", 'CVC.CVCC.CVC')
("'angoStSomAr", 'CVC.CVCC.CV.CVC')
("'angulak", 'CVC.CV.CVC')
("'angur", 'CVC.CVC')
("'angurCini", 'CVC.CVC.CV.CV')
("'anguri", 'CVC.CV.CV')
("'angurpazAn", 'CVC.CVC.CV.CVC')
("'AnhA", 'CVC.CV')
("'AnhA", 'CVC.CV')
("'anhA", 'CVC.CV')
("'anhA'", 'CVC.CVC')
("'Anham", 'CVC.CVC')
("'Anhame", 'CVC.CV.CV')
("'anhAr", 'CVC.CVC')
("'Ani", 'CV.CV')
("'anidrid", 'CV.CVC.CVC')
("'anif", 'CV.CVC')
("'Anilin", 'CV.CV.CVC')
("'animAtor", 'CV.CV.CV.CVC')
("'animeySen", 'CV.CV.CVC.CVC')
("'animeySeni", 'CV.CV.CVC.CV.CV')
("'Animism", 'CV.CV.CVCC')
("'Anin", 'CV.CVC')
("'anin", 'CV.CVC')
("'anis", 'CV.CVC')
("'aniStayn", 'CV.CVC.CVCC')
("'anistito", 'CV.CVC.CV.CV')
("'anistitopAstor", 'CV.CVC.CV.CV.CVC.CVC')
("'anisun", 'CV.CV.CVC')
("'AnitA", 'CV.CV.CV')
("'AnjA", 'CVC.CV')
("'anjabAr", 'CVC.CV.CVC')
("'anjabin", 'CVC.CV.CVC')
("'anjadAn", 'CVC.CV.CVC')
("'AnjahAn", 'CVC.CV.CVC')
("'AnjahAni", 'CVC.CV.CV.CV')
("'AnjAke", 'CVC.CV.CV')
("'anjAm", 'CVC.CVC')
("'anjAm", 'CVC.CVC')
("'anjAmdAdani", 'CVC.CVC.CV.CV.CV')
("'anjAmdahande", 'CVC.CVC.CV.CVC.CV')
("'anjAmgerefte", 'CVC.CVC.CV.CVC.CV')
("'anjAmid", 'CVC.CV.CVC')
("'anjAmide", 'CVC.CV.CV.CV')
("'anjAmnaSode", 'CVC.CVC.CV.CV.CV')
("'anjAmpazir", 'CVC.CVC.CV.CVC')
("'anjAmSodani", 'CVC.CVC.CV.CV.CV')
("'anjAmSode", 'CVC.CVC.CV.CV')
("'anjAmvazife", 'CVC.CVC.CV.CV.CV')
("'anjAmyAfte", 'CVC.CVC.CVC.CV')
("'anjare", 'CVC.CV.CV')
("'AnjAyi", 'CVC.CV.CV')
("'Anjeles", 'CVC.CV.CVC')
("'anjide", 'CVC.CV.CV')
("'anjili", 'CVC.CV.CV')
("'anjir", 'CVC.CVC')
("'anjirak", 'CVC.CV.CVC')
("'anjirestAn", 'CVC.CV.CVC.CVC')
("'anjiriyAn", 'CVC.CV.CV.CVC')
("'anjirxAr", 'CVC.CVC.CVC')
("'anjom", 'CVC.CVC')
("'anjoman", 'CVC.CV.CVC')
("'anjomanArA", 'CVC.CV.CV.CV.CV')
("'anjomani", 'CVC.CV.CV.CV')
("'anjux", 'CVC.CVC')
("'anjuxide", 'CVC.CV.CV.CV')
("'anjuxidegi", 'CVC.CV.CV.CV.CV')
("'ankabut", 'CVC.CV.CVC')
("'ankabutAn", 'CVC.CV.CV.CVC')
("'ankabuthA", 'CVC.CV.CVC.CV')
("'ankabuti", 'CVC.CV.CV.CV')
("'ankabutiyAn", 'CVC.CV.CV.CV.CVC')
("'ankabutiyye", 'CVC.CV.CV.CVC.CV')
("'AnkAdre", 'CVC.CVC.CV')
("'AnkArA", 'CVC.CV.CV')
("'ankarol'asvAt", 'CVC.CV.CVC.CVC.CVC')
("'AnkelAv", 'CVC.CV.CVC')
("'Anket", 'CVC.CVC')
("'Ankilostom", 'CVC.CV.CVC.CVC')
("'ankizisiyon", 'CVC.CV.CV.CV.CVC')
("'AnkoloZi", 'CVC.CV.CV.CV')
("'ankubAsiyon", 'CVC.CV.CV.CV.CVC')
("'ankubAtor", 'CVC.CV.CV.CVC')
("'annAb", 'CVC.CVC')
("'annAbi", 'CVC.CV.CV')
("'annAbiyAn", 'CVC.CV.CV.CVC')
("'annahAr", 'CVC.CV.CVC')
("'annahAyat", 'CVC.CV.CV.CVC')
("'annahAye", 'CVC.CV.CV.CV')
("'annAq", 'CVC.CVC')
("'annAseri", 'CVC.CV.CV.CV')
("'annasr", 'CVC.CVCC')
("'annavAz", 'CVC.CV.CVC')
("'annesA'", 'CVC.CV.CVC')
("'Anofel", 'CV.CV.CVC')
("'Anorin", 'CV.CV.CVC')
("'AnormAl", 'CV.CVC.CVC')
("'anqA", 'CVC.CV')
("'Anqadr", 'CVC.CVCC')
("'anqarib", 'CVC.CV.CVC')
("'Anqore", 'CVC.CV.CV')
("'Anqut", 'CVC.CVC')
("'anqut", 'CVC.CVC')
("'anquze", 'CVC.CV.CV')
("'ansAb", 'CVC.CVC')
("'ansab", 'CVC.CVC')
("'ansAj", 'CVC.CVC')
("'anSAn", 'CVC.CVC')
("'ansAr", 'CVC.CVC')
("'ansAri", 'CVC.CV.CV')
("'ansAripur", 'CVC.CV.CV.CVC')
("'ansAriyAn", 'CVC.CV.CV.CVC')
("'ansArolmahdi", 'CVC.CV.CVC.CVC.CV')
("'ansArolmojAhedin", 'CVC.CV.CVC.CV.CV.CV.CVC')
("'AnsefAlit", 'CVC.CV.CV.CVC')
("'ansiklopedi", 'CVC.CVC.CV.CV.CV')
("'ansiklopedist", 'CVC.CVC.CV.CV.CVCC')
("'ansolin", 'CVC.CV.CVC')
("'ansolini", 'CVC.CV.CV.CV')
("'Ansu", 'CVC.CV')
("'AntAgonism", 'CVC.CV.CV.CVCC')
("'antAki", 'CVC.CV.CV')
("'antAkiye", 'CVC.CV.CV.CV')
("'AntAliyA", 'CVC.CV.CV.CV')
("'AntAlpi", 'CVC.CVC.CV')
("'antar", 'CVC.CVC')
("'antar", 'CVC.CVC')
("'antari", 'CVC.CV.CV')
("'antegrAl", 'CVC.CVC.CVC')
("'antelektu'el", 'CVC.CV.CVC.CV.CVC')
("'Anten", 'CVC.CVC')
("'AnterAkt", 'CVC.CV.CVCC')
("'antern", 'CVC.CVCC')
("'anternAsiyonAl", 'CVC.CVC.CV.CV.CV.CVC')
("'anternAsiyonAlism", 'CVC.CVC.CV.CV.CV.CV.CVCC')
("'anternAsiyonAlist", 'CVC.CVC.CV.CV.CV.CV.CVCC')
("'anternAsyonAlisti", 'CVC.CVC.CVC.CV.CV.CVC.CV')
("'AnterobAkteriyA", 'CVC.CV.CV.CVC.CV.CV.CV')
("'AnteropoloZi", 'CVC.CV.CV.CV.CV.CV')
("'AnteropoloZik", 'CVC.CV.CV.CV.CV.CVC')
("'Anteropometri", 'CVC.CV.CV.CV.CVC.CV')
("'AntibAdi", 'CVC.CV.CV.CV')
("'Antibiyotik", 'CVC.CV.CV.CV.CVC')
("'AntibiyotikdAr", 'CVC.CV.CV.CV.CVC.CVC')
("'Antibiyotiki", 'CVC.CV.CV.CV.CV.CV')
("'AntibiyotiktorApi", 'CVC.CV.CV.CV.CVC.CV.CV.CV')
("'Antigon", 'CVC.CV.CVC')
("'Antigon", 'CVC.CV.CVC')
("'AntihistAmin", 'CVC.CV.CVC.CV.CVC')
("'Antik", 'CVC.CVC')
("'Antikor", 'CVC.CV.CVC')
("'AntilogAritm", 'CVC.CV.CV.CV.CVCC')
("'Antimon", 'CVC.CV.CVC')
("'Antimu'An", 'CVC.CV.CV.CVC')
("'Anti'oksidAn", 'CVC.CV.CVC.CV.CVC')
("'Anti'oksidAni", 'CVC.CV.CVC.CV.CV.CV')
("'AntipAti", 'CVC.CV.CV.CV')
("'Antipirin", 'CVC.CV.CV.CVC')
("'Antiporoton", 'CVC.CV.CV.CV.CVC')
("'Antirik", 'CVC.CV.CVC')
("'Antiseptik", 'CVC.CV.CVC.CVC')
("'Antitez", 'CVC.CV.CVC')
("'Antitoksin", 'CVC.CV.CVC.CVC')
("'AntiZen", 'CVC.CV.CVC')
("'Antoni", 'CVC.CV.CV')
("'Antoniyo", 'CVC.CV.CV.CV')
("'AntosiyAnin", 'CVC.CV.CV.CV.CVC')
("'AntovAn", 'CVC.CV.CVC')
("'AntrAsen", 'CVCC.CV.CVC')
("'AntrAsit", 'CVCC.CV.CVC')
("'AntrokinAz", 'CVCC.CV.CV.CVC')
("'Antrokok", 'CVCC.CV.CVC')
("'Antropi", 'CVCC.CV.CV')
("'Antropo'id", 'CVCC.CV.CV.CVC')
("'Antropomorfism", 'CVCC.CV.CV.CVC.CVCC')
("'Antropozo'ik", 'CVCC.CV.CV.CV.CVC')
("'anud", 'CV.CVC')
("'Anurism", 'CV.CV.CVCC')
("'AnuS", 'CV.CVC')
("'anuSAbAd", 'CV.CV.CV.CVC')
("'anuSe", 'CV.CV.CV')
("'anuSiravAn", 'CV.CV.CV.CV.CVC')
("'anuStakin", 'CV.CVC.CV.CVC')
("'anvA'", 'CVC.CVC')
("'anvAr", 'CVC.CVC')
("'anvar", 'CVC.CVC')
("'Anvari", 'CVC.CV.CV')
("'anvAri", 'CVC.CV.CV')
("'anvari", 'CVC.CV.CV')
("'anvarsAdAt", 'CVC.CVC.CV.CVC')
("'anyAb", 'CVC.CVC')
("'Anyon", 'CVC.CVC')
("'AnZ", 'CVCC')
("'anzAbi", 'CVC.CV.CV')
("'anzali", 'CVC.CV.CV')
("'anzaliCi", 'CVC.CV.CV.CV')
("'anzAr", 'CVC.CVC')
("'anzarut", 'CVC.CV.CVC')
("'Anzim", 'CVC.CVC')
("'Anzimi", 'CVC.CV.CV')
("'AnZin", 'CVC.CVC')
("'AnZiyogerAfi", 'CVC.CV.CV.CV.CV.CV')
("'anZiyogerAfi", 'CVC.CV.CV.CV.CV.CV')
("'AnZiyoloZi", 'CVC.CV.CV.CV.CV')
("'anZiyoloZi", 'CVC.CV.CV.CV.CV')
("'AnZiyopelAsti", 'CVC.CV.CV.CV.CVC.CV')
("'A'ort", 'CV.CVCC')
("'ApAdAnA", 'CV.CV.CV.CV')
("'ApAndis", 'CV.CVC.CVC')
("'ApAndisit", 'CV.CVC.CV.CVC')
("'ApArAt", 'CV.CV.CVC')
("'ApArAtCi", 'CV.CV.CVC.CV')
("'ApArdi", 'CV.CVC.CV')
("'ApArtAyd", 'CV.CVC.CVCC')
("'ApArtAyid", 'CV.CVC.CV.CVC')
("'ApArtemAn", 'CV.CVC.CV.CVC')
("'ApArtemAni", 'CV.CVC.CV.CV.CV')
("'ApArtemAnisAzi", 'CV.CVC.CV.CV.CV.CV.CV')
("'ApArtemAnneSini", 'CV.CVC.CV.CVC.CV.CV.CV')
("'ApArti", 'CV.CVC.CV')
("'apaxSi", 'CV.CVC.CV')
("'Apis", 'CV.CVC')
("'AplikAtor", 'CVC.CV.CV.CVC')
("'Aplikeduzi", 'CVC.CV.CV.CV.CV')
("'aplikeySen", 'CVC.CV.CVC.CVC')
("'Apo'Anzim", 'CV.CV.CVC.CVC')
("'Apolo", 'CV.CV.CV')
("'AprAksi", 'CVC.CVC.CV')
("'apSak", 'CVC.CVC')
("'AqA", 'CV.CV')
("'AqA", 'CV.CV')
("'AqA", 'CV.CV')
("'AqA'ahmadi", 'CV.CV.CVC.CV.CV')
("'AqA'alineZAd", 'CV.CV.CV.CV.CV.CVC')
("'AqA'amu", 'CV.CV.CV.CV')
("'aqab", 'CV.CVC')
("'aqab", 'CV.CVC')
("'a'qAb", 'CVC.CVC')
("'AqAbAbA", 'CV.CV.CV.CV')
("'AqAbAbA'i", 'CV.CV.CV.CV.CV')
("'AqAbAbAyi", 'CV.CV.CV.CV.CV')
("'AqAbAlAsar", 'CV.CV.CV.CV.CVC')
("'AqAbAlAsari", 'CV.CV.CV.CV.CV.CV')
("'AqAbaxSi", 'CV.CV.CVC.CV')
("'aqabgard", 'CV.CVC.CVCC')
("'aqabgardi", 'CV.CVC.CVC.CV')
("'aqabi", 'CV.CV.CV')
("'aqabmAnde", 'CV.CVC.CVC.CV')
("'aqabmAndegi", 'CV.CVC.CVC.CV.CV')
("'aqabneSini", 'CV.CVC.CV.CV.CV')
("'aqaboftAde", 'CV.CV.CVC.CV.CV')
